SERIAL	CLIENTE	EQUIPAMENTO	ORDEM DE SERVIÇO	FLUXO	GARANTIA	DT RECEBIMENTO
7100181027299768	PAG SEGURO	Mag-Scan 7	1802472024	CONTRATO	N	2024-05-23
5020231040102152	PAG SEGURO	Tricore-V	1802172024	CONTRATO	N	2024-05-23
7100211028444497	SECUREPAY SOLUTIONS	Mag-Scan 7	1801562024	VAREJO	N	2024-05-23
1020231035679284	SUM UP	EPOS-X	1802362024	CONTRATO	N	2024-05-23
1020191034859779	PAG SEGURO	EPOS-X	1802192024	CONTRATO	N	2024-05-23
1020181076201579	SECUREPOINT SOLUTIONS	EPOS-X	1801502024	VAREJO	N	2024-05-23
7100231035998215	CIELO	Mag-Scan 7	1802342024	CONTRATO	S	2024-05-23
1020211050679328	CIELO	EPOS-X	1802452024	CONTRATO	N	2024-05-23
1020221074846317	STONE	EPOS-X	1802252024	CONTRATO	N	2024-05-23
7100181004376055	PAGPOP	Mag-Scan 7	1802262024	CONTRATO	N	2024-05-23
1020241066756795	RAPIDSWIPE TECH	EPOS-X	1800912024	VAREJO	N	2024-05-23
1020221066794912	GETNET	EPOS-X	1802292024	CONTRATO	N	2024-05-23
5020201015460640	REDECARD	Tricore-V	1802312024	CONTRATO	N	2024-05-23
2100211057058927	MERCADO PAGO	PX-2100	1802102024	CONTRATO	N	2024-05-23
2100211028469122	CIELO	PX-2100	1802112024	CONTRATO	N	2024-05-23
7100231001090708	CARTÃOMASTER TECH	Mag-Scan 7	1801592024	VAREJO	S	2024-05-23
2100241000872610	GETNET	PX-2100	1802402024	CONTRATO	N	2024-05-23
2100241056929934	INFINITE PAY	PX-2100	1802042024	CONTRATO	N	2024-05-23
1020231032045923	SUM UP	EPOS-X	1802362024	CONTRATO	N	2024-05-23
5020241003353132	PAGPOP	Tricore-V	1802502024	CONTRATO	S	2024-05-23
1020221030714143	PAG SEGURO	EPOS-X	1802192024	CONTRATO	S	2024-05-23
2100181001453457	REDECARD	PX-2100	1802242024	CONTRATO	N	2024-05-23
5020201002840483	SUM UP	Tricore-V	1802322024	CONTRATO	N	2024-05-23
5020241014291465	REDECARD	Tricore-V	1802312024	CONTRATO	N	2024-05-23
3450191051583870	SWIPEMASTER TECH	Chipset-Verifier 3.0	1801322024	VAREJO	N	2024-05-23
5020201005701887	CIELO	Tricore-V	1802162024	CONTRATO	N	2024-05-23
7100231068218005	INFINITE PAY	Mag-Scan 7	1802482024	CONTRATO	N	2024-05-23
5020201047439734	MERCADO PAGO	Tricore-V	1802142024	CONTRATO	N	2024-05-23
3450211065774910	PAG SEGURO	Chipset-Verifier 3.0	1802352024	CONTRATO	S	2024-05-23
3450221078929712	MERCADO PAGO	Chipset-Verifier 3.0	1802282024	CONTRATO	N	2024-05-23
7100221085077419	CIELO	Mag-Scan 7	1802342024	CONTRATO	N	2024-05-23
7100201046334032	PAG SEGURO	Mag-Scan 7	1802472024	CONTRATO	N	2024-05-23
7100191017063144	MERCADO PAGO	Mag-Scan 7	1802522024	CONTRATO	N	2024-05-23
5020211012395073	PAGPOP	Tricore-V	1802502024	CONTRATO	S	2024-05-23
2100191083710744	PAG SEGURO	PX-2100	1802232024	CONTRATO	N	2024-05-23
2100231059197811	PAGPOP	PX-2100	1802372024	CONTRATO	N	2024-05-23
1020221061927410	MERCADO PAGO	EPOS-X	1802132024	CONTRATO	N	2024-05-23
1020181006465926	GETNET	EPOS-X	1802292024	CONTRATO	N	2024-05-23
2100181047665460	INFINITE PAY	PX-2100	1802532024	CONTRATO	N	2024-05-23
2100191058140656	SUM UP	PX-2100	1802122024	CONTRATO	N	2024-05-23
1020201016257592	PAG SEGURO	EPOS-X	1802192024	CONTRATO	N	2024-05-23
7100181013257935	INFINITE PAY	Mag-Scan 7	1802482024	CONTRATO	N	2024-05-23
1020181081558488	MERCADO PAGO	EPOS-X	1802132024	CONTRATO	S	2024-05-23
1020221031119612	INFINITE PAY	EPOS-X	1802542024	CONTRATO	N	2024-05-23
1020191031834324	PAG SEGURO	EPOS-X	1802192024	CONTRATO	N	2024-05-23
1020211011280277	CIELO	EPOS-X	1802452024	CONTRATO	S	2024-05-23
2100201070704623	PAGPOP	PX-2100	1802372024	CONTRATO	N	2024-05-23
3450211033558731	GETNET	Chipset-Verifier 3.0	1802442024	CONTRATO	S	2024-05-23
1020231026774798	MERCADO PAGO	EPOS-X	1802132024	CONTRATO	N	2024-05-23
5020241025968581	PAGPOP	Tricore-V	1802502024	CONTRATO	N	2024-05-23
5020201018360088	INFINITE PAY	Tricore-V	1802512024	CONTRATO	N	2024-05-23
3450231085727237	PAGPOP	Chipset-Verifier 3.0	1802302024	CONTRATO	N	2024-05-23
5020241052900997	INFINITE PAY	Tricore-V	1802512024	CONTRATO	N	2024-05-23
2100231023509069	EASYSWIPE SOLUTIONS	PX-2100	1801582024	VAREJO	N	2024-05-23
7100181087263965	REDECARD	Mag-Scan 7	1802332024	CONTRATO	S	2024-05-23
1020201005879722	SUM UP	EPOS-X	1802362024	CONTRATO	N	2024-05-23
1020241082924618	GETNET	EPOS-X	1802292024	CONTRATO	N	2024-05-23
5020191004560954	MERCADO PAGO	Tricore-V	1802142024	CONTRATO	N	2024-05-23
3450211010693631	GETNET	Chipset-Verifier 3.0	1802442024	CONTRATO	N	2024-05-23
