SERIAL	CLIENTE	EQUIPAMENTO	ORDEM DE SERVIÇO	FLUXO	GARANTIA	DT RECEBIMENTO
0100221088647522	PAGPOP	Mag-Scan 7	1802262024	CONTRATO	S	2024-05-20
0450191033333308	SUM UP	Chipset-Verifier 3.0	1802182024	CONTRATO	N	2024-05-20
0450211072829382	INFINITE PAY	Chipset-Verifier 3.0	1802382024	CONTRATO	N	2024-05-20
0100241013051824	PAGPOP	Mag-Scan 7	1802262024	CONTRATO	N	2024-05-20
0100221088004064	GETNET	Mag-Scan 7	1802462024	CONTRATO	S	2024-05-20
0450191004209158	PAG SEGURO	Chipset-Verifier 3.0	1802352024	CONTRATO	N	2024-05-20
0100241067494651	GETNET	Mag-Scan 7	1802462024	CONTRATO	N	2024-05-20
0450231011511769	INFINITE PAY	Chipset-Verifier 3.0	1802382024	CONTRATO	N	2024-05-20
0020231009816445	REDECARD	EPOS-X	1802432024	CONTRATO	N	2024-05-20
0100181087476752	GETNET	Mag-Scan 7	1802462024	CONTRATO	N	2024-05-20
0020241073738056	SUM UP	Tricore-V	1802322024	CONTRATO	N	2024-05-20
0020231019824245	CIELO	Tricore-V	1802162024	CONTRATO	N	2024-05-20
0020221000061338	STONE	Tricore-V	1802422024	CONTRATO	S	2024-05-20
0020231017430740	MERCADO PAGO	Tricore-V	1802142024	CONTRATO	N	2024-05-20
0100191001740083	SECUREPAY SOLUTIONS	Mag-Scan 7	1801562024	VAREJO	N	2024-05-20
0450231077372898	SUM UP	Chipset-Verifier 3.0	1802182024	CONTRATO	N	2024-05-20
0100221025255076	PAGPOP	PX-2100	1802372024	CONTRATO	N	2024-05-20
0020201002312732	EASYPAY SOLUTIONS	Tricore-V	1801632024	VAREJO	N	2024-05-20
0100221084062778	SUM UP	Mag-Scan 7	1802222024	CONTRATO	N	2024-05-20
0020221025617962	MERCADO PAGO	Tricore-V	1802142024	CONTRATO	N	2024-05-20
0020191015748490	REDECARD	EPOS-X	1802432024	CONTRATO	N	2024-05-20
0100181030007964	SUM UP	Mag-Scan 7	1802222024	CONTRATO	S	2024-05-20
0020211078418281	REDECARD	Tricore-V	1802312024	CONTRATO	N	2024-05-20
0020201015234030	MERCADO PAGO	Tricore-V	1802142024	CONTRATO	N	2024-05-20
0020191035357948	INFINITE PAY	Tricore-V	1802512024	CONTRATO	S	2024-05-20
