SERIAL	CLIENTE	EQUIPAMENTO	ORDEM DE SERVIÇO	FLUXO	GARANTIA	DT RECEBIMENTO
3450181038842840	PAGPOP	Chipset-Verifier 3.0	1800242024	CONTRATO	N	2024-05-18
1020221068846003	GETNET	EPOS-X	1800522024	CONTRATO	N	2024-05-18
5020201054806513	POINTEXPERT SOLUTIONS	Tricore-V	1800902024	VAREJO	N	2024-05-18
3450201013194915	STONE	Chipset-Verifier 3.0	1800652024	CONTRATO	N	2024-05-18
1020231008600467	STONE	EPOS-X	1800272024	CONTRATO	N	2024-05-18
5020181061675147	REDECARD	Tricore-V	1800572024	CONTRATO	N	2024-05-18
2100241046978607	SECUREPAY SOLUTIONS	PX-2100	1801652024	VAREJO	N	2024-05-18
1020211085885745	MERCADO PAGO	EPOS-X	1800262024	CONTRATO	N	2024-05-18
3450241071554928	REDECARD	Chipset-Verifier 3.0	1800642024	CONTRATO	N	2024-05-18
3450211053028488	CIELO	Chipset-Verifier 3.0	1800562024	CONTRATO	S	2024-05-18
3450221089844689	CIELO	Chipset-Verifier 3.0	1800562024	CONTRATO	N	2024-05-18
3450241062056221	STONE	Chipset-Verifier 3.0	1800652024	CONTRATO	N	2024-05-18
3450181053568324	PAG SEGURO	Chipset-Verifier 3.0	1800532024	CONTRATO	N	2024-05-18
1020191001122431	STONE	EPOS-X	1800272024	CONTRATO	S	2024-05-18
2100211016090924	SUM UP	PX-2100	1800502024	CONTRATO	N	2024-05-18
1020211016505144	PAGPOP	EPOS-X	1800552024	CONTRATO	N	2024-05-18
1020191048899861	GETNET	EPOS-X	1800522024	CONTRATO	N	2024-05-18
7100221046156152	REDECARD	Mag-Scan 7	1800382024	CONTRATO	N	2024-05-18
7100221022643597	GETNET	Mag-Scan 7	1800482024	CONTRATO	N	2024-05-18
3450191033271481	MERCADO PAGO	Chipset-Verifier 3.0	1800352024	CONTRATO	N	2024-05-18
2100241068048563	GETNET	PX-2100	1800392024	CONTRATO	N	2024-05-18
3450211067585034	PAG SEGURO	Chipset-Verifier 3.0	1800532024	CONTRATO	S	2024-05-18
3450201080614995	PAGPOP	Chipset-Verifier 3.0	1800242024	CONTRATO	N	2024-05-18
2100181042269637	PAGPOP	PX-2100	1800342024	CONTRATO	N	2024-05-18
2100191066940851	PAGPOP	PX-2100	1800342024	CONTRATO	S	2024-05-18
7100221011031075	CIELO	Mag-Scan 7	1800622024	CONTRATO	N	2024-05-18
5020181068143969	INFINITE PAY	Tricore-V	1800492024	CONTRATO	S	2024-05-18
2100201073401961	STONE	PX-2100	1800212024	CONTRATO	N	2024-05-18
1020231080178892	GETNET	EPOS-X	1800522024	CONTRATO	N	2024-05-18
7100201004620519	REDECARD	Mag-Scan 7	1800382024	CONTRATO	N	2024-05-18
3450201051817647	PAG SEGURO	Chipset-Verifier 3.0	1800532024	CONTRATO	N	2024-05-18
3450241057176192	CIELO	Chipset-Verifier 3.0	1800562024	CONTRATO	N	2024-05-18
1020231039973674	INFINITE PAY	EPOS-X	1800632024	CONTRATO	S	2024-05-18
2100231076039861	CARDEASE TECH	PX-2100	1801242024	VAREJO	N	2024-05-18
3450211079575238	PAGPOP	Chipset-Verifier 3.0	1800242024	CONTRATO	N	2024-05-18
3450241007542266	EASYPAY SOLUTIONS	Chipset-Verifier 3.0	1800722024	VAREJO	N	2024-05-18
5020231042485679	CIELO	Tricore-V	1800232024	CONTRATO	N	2024-05-18
3450241034604267	CIELO	Chipset-Verifier 3.0	1800562024	CONTRATO	N	2024-05-18
1020201072362785	GETNET	EPOS-X	1800522024	CONTRATO	S	2024-05-18
2100181034798978	SUM UP	PX-2100	1800502024	CONTRATO	N	2024-05-18
1020191036083006	GETNET	EPOS-X	1800522024	CONTRATO	N	2024-05-18
3450211067491673	PAGPOP	Chipset-Verifier 3.0	1800242024	CONTRATO	N	2024-05-18
2100231069819558	CIELO	PX-2100	1800252024	CONTRATO	N	2024-05-18
3450191036820677	SUM UP	Chipset-Verifier 3.0	1800282024	CONTRATO	N	2024-05-18
1020181079871343	REDECARD	EPOS-X	1800462024	CONTRATO	N	2024-05-18
7100231057401452	INFINITE PAY	Mag-Scan 7	1800452024	CONTRATO	N	2024-05-18
2100211024774249	SUM UP	PX-2100	1800502024	CONTRATO	N	2024-05-18
2100231004716674	GETNET	PX-2100	1800392024	CONTRATO	S	2024-05-18
7100231080824887	INFINITE PAY	Mag-Scan 7	1800452024	CONTRATO	N	2024-05-18
3450201029400220	POINTPRO TECH	Chipset-Verifier 3.0	1801302024	VAREJO	N	2024-05-18
7100191030429908	GETNET	Mag-Scan 7	1800482024	CONTRATO	N	2024-05-18
2100211073203838	INFINITE PAY	PX-2100	1800742024	CONTRATO	N	2024-05-18
3450221050491158	STONE	Chipset-Verifier 3.0	1800652024	CONTRATO	N	2024-05-18
1020211012400417	INFINITE PAY	EPOS-X	1800632024	CONTRATO	N	2024-05-18
5020181033242077	MERCADO PAGO	Tricore-V	1800302024	CONTRATO	N	2024-05-18
2100231017724720	INFINITE PAY	PX-2100	1800742024	CONTRATO	N	2024-05-18
5020181043060700	SUM UP	Tricore-V	1800472024	CONTRATO	N	2024-05-18
5020201062091391	SWIPEMASTER TECH	Tricore-V	1801072024	VAREJO	S	2024-05-18
3450201089483670	PAGPOP	Chipset-Verifier 3.0	1800242024	CONTRATO	N	2024-05-18
3450221045163110	STONE	Chipset-Verifier 3.0	1800652024	CONTRATO	N	2024-05-18
2100211078689840	GETNET	PX-2100	1800392024	CONTRATO	N	2024-05-18
1020231025103331	GETNET	EPOS-X	1800522024	CONTRATO	N	2024-05-18
